locus_tag,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,uniprot,operon
SGL_RS16210,SGL_RS16210,NC_000911.1,slr0698,3088419,3088883,+,CYTH domain-containing protein,Function unknown,,Op1907
SGL_RS16215,SGL_RS16215,NC_000911.1,slr0699,3089093,3089515,+,hypothetical protein,No COG annotation,,Op211
SGL_RS16220,SGL_RS16220,NC_000911.1,slr0700,3089656,3091014,+,APC family permease,Amino acid transport and metabolism,,Op940
SGL_RS16225,SGL_RS16225,NC_000911.1,slr0701,3091244,3091657,+,heavy metal-responsive transcriptional regulator,Transcription,A0A6P1VHR0_9SYNC,Op1500
SGL_RS16230,SGL_RS16230,NC_000911.1,slr0702,3091764,3093017,+,hypothetical protein,No COG annotation,,Op1959
SGL_RS16235,SGL_RS16235,NC_000911.1,sll0678,3093408,3093845,-,hypothetical protein,No COG annotation,,Op2347
SGL_RS16240,SGL_RS16240,NC_000911.1,sll0677,3093908,3094693,-,IS5 family transposase,No COG annotation,G8JZR6_9SYNC,Op164
SGL_RS19355,SGL_RS19355,NC_000911.1,,3094773,3094970,-,transposase,No COG annotation,,
SGL_RS16245,SGL_RS16245,NC_000911.1,sll0676,3095044,3095586,-,DUF4334 domain-containing protein,No COG annotation,,Op986
SGL_RS16250,SGL_RS16250,NC_000911.1,,3096048,3096329,+,IS630 transposase-related protein,No COG annotation,,
SGL_RS16255,SGL_RS16255,NC_000911.1,slr0703,3096388,3097173,+,IS5 family transposase,No COG annotation,G8JZR6_9SYNC,Op2081
SGL_RS20045,SGL_RS20045,NC_000911.1,,3097192,3097367,+,IS630 family transposase,No COG annotation,,
SGL_RS19110,SGL_RS19110,NC_000911.1,,3097436,3098284,+,IS630-like element ISTcSa family transposase,"Replication, recombination and repair",,
SGL_RS16265,SGL_RS16265,NC_000911.1,,3098308,3098718,+,transposase,"Replication, recombination and repair",,
SGL_RS16270,SGL_RS16270,NC_000911.1,sll0672,3098729,3101566,-,cation-transporting P-type ATPase,Inorganic ion transport and metabolism,,Op639
SGL_RS16275,corA,NC_000911.1,sll0671,3101820,3102962,-,magnesium/cobalt transporter CorA,Inorganic ion transport and metabolism,,Op1960
SGL_RS16280,SGL_RS16280,NC_000911.1,sll0670,3103070,3103486,-,L%2CD-transpeptidase,No COG annotation,,Op2575
SGL_RS16290,polA,NC_000911.1,slr0707,3104142,3107102,+,DNA polymerase I,"Replication, recombination and repair",,Op1473
SGL_RS16295,SGL_RS16295,NC_000911.1,slr0708,3107285,3108493,+,hypothetical protein,No COG annotation,,Op2031
SGL_RS16305,SGL_RS16305,NC_000911.1,,3108819,3109761,-,IS701 family transposase,"Replication, recombination and repair",,
SGL_RS19115,SGL_RS19115,NC_000911.1,,3109733,3110560,-,IS5 family transposase,"Replication, recombination and repair",,
SGL_RS16320,SGL_RS16320,NC_000911.1,sll0664,3110910,3111830,-,hypothetical protein,No COG annotation,,Op1280
SGL_RS16325,SGL_RS16325,NC_000911.1,slr0709,3111996,3112388,+,RidA family protein,"Translation, ribosomal structure and biogenesis",,Op555
SGL_RS16330,gdhA,NC_000911.1,slr0710,3112517,3113803,+,NADP-specific glutamate dehydrogenase,Amino acid transport and metabolism,,Op1999
SGL_RS16335,queF,NC_000911.1,slr0711,3113874,3114287,+,preQ(1) synthase,Nucleotide transport and metabolism,,Op2314
SGL_RS16340,SGL_RS16340,NC_000911.1,slr0712,3114479,3115447,+,lysylphosphatidylglycerol synthase domain-containing protein,Function unknown,,Op2622
SGL_RS16345,SGL_RS16345,NC_000911.1,sll0662,3115572,3115973,-,ferredoxin,Energy production and conversion,,Op270
SGL_RS16350,SGL_RS16350,NC_000911.1,sll0661,3115973,3116359,-,DUF1257 domain-containing protein,Function unknown,A0A068MUM0_SYNY4,Op270
SGL_RS16355,SGL_RS16355,NC_000911.1,ssl1263,3116440,3116682,-,DUF2997 domain-containing protein,Function unknown,,Op1129
SGL_RS16360,pdxA,NC_000911.1,sll0660,3117042,3118091,-,4-hydroxythreonine-4-phosphate dehydrogenase PdxA,Coenzyme transport and metabolism,,Op1705
SGL_RS16365,SGL_RS16365,NC_000911.1,smr0003,3118192,3118302,+,PetM family cytochrome b6-f complex subunit 7,No COG annotation,A0A6P1VKT7_9SYNC,Op2285
SGL_RS16370,tgt,NC_000911.1,slr0713,3118391,3119515,+,tRNA guanosine(34) transglycosylase Tgt,Nucleotide transport and metabolism,,Op159
SGL_RS16375,SGL_RS16375,NC_000911.1,sll0659,3119608,3121176,-,hypothetical protein,Energy production and conversion,,Op1031
SGL_RS16380,SGL_RS16380,NC_000911.1,sll0658,3121193,3121687,-,DUF3368 domain-containing protein,Function unknown,,Op1031
SGL_RS16385,SGL_RS16385,NC_000911.1,ssl1255,3121684,3121953,-,UPF0175 family protein,Function unknown,,Op1031
SGL_RS16390,mraY,NC_000911.1,sll0657,3121972,3123069,-,phospho-N-acetylmuramoyl-pentapeptide-transferase,Cell wall/membrane/envelope biogenesis,,Op1031
SGL_RS16395,SGL_RS16395,NC_000911.1,slr0765,3123182,3125035,+,mechanosensitive ion channel family protein,Cell wall/membrane/envelope biogenesis,,Op1521
SGL_RS16400,SGL_RS16400,NC_000911.1,sll0745,3125045,3126199,-,ATP-dependent 6-phosphofructokinase,Nucleotide transport and metabolism,,Op299
SGL_RS16405,SGL_RS16405,NC_000911.1,sll0744,3126311,3127342,-,dihydroorotate dehydrogenase-like protein,Nucleotide transport and metabolism,,Op244
SGL_RS16410,SGL_RS16410,NC_000911.1,sll0743,3127364,3127846,-,DUF29 domain-containing protein,Signal transduction mechanisms,,Op244
SGL_RS16415,SGL_RS16415,NC_000911.1,sll0742,3127864,3128313,-,DUF29 domain-containing protein,Signal transduction mechanisms,,Op244
SGL_RS16420,nifJ,NC_000911.1,sll0741,3128387,3131986,-,pyruvate:ferredoxin (flavodoxin) oxidoreductase,Energy production and conversion,,Op1894
SGL_RS16425,SGL_RS16425,NC_000911.1,sll0740,3132577,3133284,-,Uma2 family endonuclease,Function unknown,,Op729
SGL_RS16430,modB,NC_000911.1,sll0739,3133291,3135138,-,molybdate ABC transporter permease subunit,Inorganic ion transport and metabolism,,Op729
SGL_RS16435,modA,NC_000911.1,sll0738,3135185,3135997,-,molybdate ABC transporter substrate-binding protein,Inorganic ion transport and metabolism,,Op729
SGL_RS16440,SGL_RS16440,NC_000911.1,sll0737,3136019,3138604,-,O-antigen ligase family protein,Cell wall/membrane/envelope biogenesis,,Op729
SGL_RS16445,SGL_RS16445,NC_000911.1,sll0048,3138917,3139855,-,diguanylate cyclase,Signal transduction mechanisms,,Op1517
SGL_RS19120,SGL_RS19120,NC_000911.1,,3140045,3140164,-,photosystem II reaction center protein Ycf12,"Intracellular trafficking, secretion, and vesicular transport",A0A6P1VN22_9SYNC,
SGL_RS16455,SGL_RS16455,NC_000911.1,slr0022,3140307,3140678,+,YkgJ family cysteine cluster protein,Function unknown,,Op2131
SGL_RS16460,SGL_RS16460,NC_000911.1,sll0045,3140713,3142875,-,HAD-IIB family hydrolase,Cell wall/membrane/envelope biogenesis,,Op2080
SGL_RS16465,SGL_RS16465,NC_000911.1,slr0023,3143011,3143571,+,hypothetical protein,No COG annotation,,Op1800
SGL_RS16470,SGL_RS16470,NC_000911.1,sll0044,3143696,3144181,-,CheW domain-containing protein,Cell motility,,Op1020
SGL_RS16475,SGL_RS16475,NC_000911.1,sll0043,3144213,3148421,-,Hpt domain-containing protein,Signal transduction mechanisms,,Op1020
SGL_RS16480,SGL_RS16480,NC_000911.1,sll0042,3148438,3148929,-,methyl-accepting chemotaxis protein,Cell motility,,Op1020
SGL_RS16485,SGL_RS16485,NC_000911.1,sll0041,3148975,3151977,-,methyl-accepting chemotaxis protein,Signal transduction mechanisms,Q54A85_9SYNC,Op364
SGL_RS16490,SGL_RS16490,NC_000911.1,sll0040,3152239,3152817,-,chemotaxis protein CheW,Cell motility,,Op2229
SGL_RS16495,SGL_RS16495,NC_000911.1,sll0039,3152955,3153314,-,response regulator,Transcription,A0A6P1VLD3_9SYNC,Op480
SGL_RS16500,SGL_RS16500,NC_000911.1,sll0038,3153452,3154660,-,response regulator,Signal transduction mechanisms,A0A6P1VHT5_9SYNC,Op1256
SGL_RS16505,SGL_RS16505,NC_000911.1,slr0031,3154910,3156664,+,M61 family metallopeptidase,Function unknown,,Op457
SGL_RS16510,SGL_RS16510,NC_000911.1,slr0032,3156760,3157677,+,branched-chain amino acid transaminase,Amino acid transport and metabolism,,Op1988
SGL_RS16515,gatC,NC_000911.1,slr0033,3157734,3158048,+,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC,"Translation, ribosomal structure and biogenesis",,Op1102
SGL_RS16520,SGL_RS16520,NC_000911.1,sll0037,3158106,3159116,-,sirohydrochlorin chelatase,Coenzyme transport and metabolism,,Op1901
SGL_RS16525,mgsA,NC_000911.1,sll0036,3159350,3160651,-,methylglyoxal synthase,Carbohydrate transport and metabolism,,Op1007
SGL_RS16530,SGL_RS16530,NC_000911.1,slr0036,3160723,3161886,+,pyridoxal phosphate-dependent aminotransferase,Amino acid transport and metabolism,,Op1985
SGL_RS16535,SGL_RS16535,NC_000911.1,sll0034,3161899,3162675,-,D-alanyl-D-alanine carboxypeptidase family protein,Cell wall/membrane/envelope biogenesis,,Op826
SGL_RS16540,crtH,NC_000911.1,sll0033,3162738,3164243,-,carotene isomerase,"Secondary metabolites biosynthesis, transport, and catabolism",,Op1805
SGL_RS16545,SGL_RS16545,NC_000911.1,sll0031,3164404,3165591,-,LdpA C-terminal domain-containing domain,Energy production and conversion,,Op2268
SGL_RS16550,SGL_RS16550,NC_000911.1,slr0038,3166050,3166448,+,hypothetical protein,No COG annotation,,Op1211
SGL_RS16555,SGL_RS16555,NC_000911.1,slr0039,3166607,3167680,+,phosphotransacetylase family protein,Energy production and conversion,,Op2200
SGL_RS16560,cmpR,NC_000911.1,sll0030,3167887,3168801,-,HTH-type transcriptional activator CmpR,Transcription,,Op2362
SGL_RS16565,SGL_RS16565,NC_000911.1,slr0040,3169054,3170412,+,CmpA/NrtA family ABC transporter substrate-binding protein,Inorganic ion transport and metabolism,,Op1857
SGL_RS16570,ntrB,NC_000911.1,slr0041,3170475,3171317,+,nitrate ABC transporter permease,Inorganic ion transport and metabolism,,Op1904
SGL_RS16575,SGL_RS16575,NC_000911.1,slr0042,3171428,3173158,+,iron uptake porin,Cell wall/membrane/envelope biogenesis,,Op1038
SGL_RS16580,SGL_RS16580,NC_000911.1,slr0043,3173335,3175338,+,nitrate ABC transporter ATP-binding protein,Inorganic ion transport and metabolism,,Op2488
SGL_RS16585,SGL_RS16585,NC_000911.1,slr0044,3175411,3176259,+,nitrate ABC transporter ATP-binding protein,Inorganic ion transport and metabolism,,Op1348
SGL_RS16590,SGL_RS16590,NC_000911.1,sll0027,3176543,3178066,-,NADH-quinone oxidoreductase subunit M,Energy production and conversion,,Op1203
SGL_RS16595,SGL_RS16595,NC_000911.1,sll0026,3178231,3180135,-,NAD(P)H-quinone oxidoreductase subunit F,Energy production and conversion,,Op1460
SGL_RS20175,SGL_RS20175,NC_000911.1,,3180202,3180333,-,hypothetical protein,No COG annotation,,
SGL_RS16600,SGL_RS16600,NC_000911.1,sll0518,3180380,3181414,-,hypothetical protein,No COG annotation,,Op2691
SGL_RS16605,SGL_RS16605,NC_000911.1,sll0517,3181708,3182013,-,RNA-binding protein,Function unknown,A0A6P1VL78_9SYNC,Op2680
SGL_RS16610,bchM,NC_000911.1,slr0525,3182315,3183007,+,magnesium protoporphyrin IX methyltransferase,Coenzyme transport and metabolism,A0A6P1VIM0_9SYNC,Op373
SGL_RS16615,panB,NC_000911.1,slr0526,3183014,3183796,+,3-methyl-2-oxobutanoate hydroxymethyltransferase,Coenzyme transport and metabolism,,Op373
SGL_RS16620,queC,NC_000911.1,slr0527,3183873,3184571,+,7-cyano-7-deazaguanine synthase QueC,Nucleotide transport and metabolism,,Op2678
SGL_RS16625,SGL_RS16625,NC_000911.1,slr0528,3184733,3186250,+,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2%2C6-diaminopimelate ligase,Cell wall/membrane/envelope biogenesis,,Op1887
SGL_RS16630,SGL_RS16630,NC_000911.1,sll0514,3186379,3188043,-,MBL fold metallo-hydrolase,"Translation, ribosomal structure and biogenesis",,Op878
SGL_RS20180,SGL_RS20180,NC_000911.1,,3188105,3188227,-,membrane protein,No COG annotation,,
SGL_RS16640,SGL_RS16640,NC_000911.1,slr0529,3188483,3189748,+,ABC transporter substrate-binding protein,No COG annotation,,Op2089
SGL_RS16645,SGL_RS16645,NC_000911.1,slr0530,3189797,3190768,+,sugar ABC transporter permease,No COG annotation,,Op1352
SGL_RS16650,SGL_RS16650,NC_000911.1,slr0531,3190768,3191664,+,carbohydrate ABC transporter permease,No COG annotation,,Op1352
SGL_RS16655,SGL_RS16655,NC_000911.1,sll0513,3191661,3192476,-,phytoene/squalene synthase family protein,Lipid transport and metabolism,,Op1689
SGL_RS16660,SGL_RS16660,NC_000911.1,slr0533,3192782,3193900,+,HAMP domain-containing sensor histidine kinase,Signal transduction mechanisms,,Op757
SGL_RS16665,SGL_RS16665,NC_000911.1,slr0534,3194023,3196542,+,transglycosylase SLT domain-containing protein,Cell wall/membrane/envelope biogenesis,,Op1115
SGL_RS16670,SGL_RS16670,NC_000911.1,slr0535,3196783,3198624,+,DUF5942 domain-containing protein,"Post-translational modification, protein turnover, and chaperones",,Op1596
SGL_RS16675,hemE,NC_000911.1,slr0536,3198731,3199783,+,uroporphyrinogen decarboxylase,Coenzyme transport and metabolism,,Op679
SGL_RS16680,SGL_RS16680,NC_000911.1,sll0509,3199930,3200838,-,DUF4922 domain-containing protein,Nucleotide transport and metabolism,,Op280
SGL_RS16685,SGL_RS16685,NC_000911.1,sll0508,3200940,3201452,-,hypothetical protein,No COG annotation,,Op249
SGL_RS16690,SGL_RS16690,NC_000911.1,slr0537,3201688,3202689,+,adenosine kinase,Carbohydrate transport and metabolism,,Op432
SGL_RS16695,corA,NC_000911.1,sll0507,3202699,3203862,-,magnesium/cobalt transporter CorA,Inorganic ion transport and metabolism,A0A6P1VK71_9SYNC,Op2628
SGL_RS16700,uppS,NC_000911.1,sll0506,3203994,3204743,-,polyprenyl diphosphate synthase,Lipid transport and metabolism,A0A6P1VMQ8_9SYNC,Op732
SGL_RS16705,cdaA,NC_000911.1,sll0505,3204740,3205651,-,diadenylate cyclase CdaA,Function unknown,,Op732
SGL_RS16710,lysA,NC_000911.1,sll0504,3205694,3207103,-,diaminopimelate decarboxylase,Amino acid transport and metabolism,,Op190
SGL_RS16715,SGL_RS16715,NC_000911.1,sll0503,3207272,3208696,-,GTP-binding protein,Function unknown,,Op1254
SGL_RS16720,argS,NC_000911.1,sll0502,3208698,3210452,-,arginine--tRNA ligase,"Translation, ribosomal structure and biogenesis",,Op1254
SGL_RS16725,gtrB,NC_000911.1,sll0501,3210650,3211606,-,glycosyltransferase GtrB,Cell wall/membrane/envelope biogenesis,A0A6P1VJV5_9SYNC,Op1302
SGL_RS20185,SGL_RS20185,NC_000911.1,,3211679,3211807,-,hypothetical protein,No COG annotation,,
SGL_RS16730,SGL_RS16730,NC_000911.1,slr0541,3211808,3212518,+,gamma-glutamyl-gamma-aminobutyrate hydrolase family protein,Nucleotide transport and metabolism,,Op210
SGL_RS16735,clpP,NC_000911.1,slr0542,3212598,3213194,+,ATP-dependent Clp endopeptidase proteolytic subunit ClpP,"Post-translational modification, protein turnover, and chaperones",,Op740
SGL_RS16740,trpB,NC_000911.1,slr0543,3213272,3214510,+,tryptophan synthase subunit beta,Amino acid transport and metabolism,,Op202
SGL_RS16745,SGL_RS16745,NC_000911.1,sll0499,3214581,3217553,-,CHAT domain-containing protein,Function unknown,,Op1432
SGL_RS16750,SGL_RS16750,NC_000911.1,slr0544,3217855,3218655,+,ABC transporter ATP-binding protein,Defense mechanisms,,Op64
SGL_RS16755,SGL_RS16755,NC_000911.1,sll0498,3218679,3219131,-,TM2 domain-containing protein,Function unknown,A0A6P1VLI5_9SYNC,Op338
SGL_RS16760,SGL_RS16760,NC_000911.1,sll0497,3219158,3219979,-,DUF3598 family protein,Function unknown,,Op338
SGL_RS16765,SGL_RS16765,NC_000911.1,slr0545,3220162,3221106,+,aldo/keto reductase,Energy production and conversion,,Op739
SGL_RS16770,SGL_RS16770,NC_000911.1,sll0496,3221251,3222432,-,LptF/LptG family permease,Function unknown,,Op218
SGL_RS16775,asnS,NC_000911.1,sll0495,3222476,3223864,-,asparagine--tRNA ligase,"Translation, ribosomal structure and biogenesis",,Op218
SGL_RS20190,SGL_RS20190,NC_000911.1,,3223895,3224026,+,hypothetical protein,No COG annotation,,
SGL_RS16790,SGL_RS16790,NC_000911.1,sll0494,3224429,3225409,-,hypothetical protein,No COG annotation,,Op322
SGL_RS16795,SGL_RS16795,NC_000911.1,sll0493,3225628,3226314,-,TrkA family potassium uptake protein,Inorganic ion transport and metabolism,A0A6P1VJR5_9SYNC,Op1266
SGL_RS16795,SGL_RS16795,NC_000911.1,sll0493,3225628,3226314,-,TrkA family potassium uptake protein,Inorganic ion transport and metabolism,A0SZ78_9SYNC,Op1266
SGL_RS16800,argF,NC_000911.1,sll0902,3226340,3227266,-,ornithine carbamoyltransferase,Amino acid transport and metabolism,,Op1266
SGL_RS16805,purE,NC_000911.1,sll0901,3227379,3227909,-,5-(carboxyamino)imidazole ribonucleotide mutase,Nucleotide transport and metabolism,,Op231
SGL_RS16810,SGL_RS16810,NC_000911.1,slr0925,3228010,3228375,+,single-stranded DNA-binding protein,"Replication, recombination and repair",,Op760
SGL_RS16815,SGL_RS16815,NC_000911.1,,3228463,3228693,+,hypothetical protein,No COG annotation,,
SGL_RS16820,SGL_RS16820,NC_000911.1,slr0926,3228712,3229590,+,4-hydroxybenzoate solanesyltransferase,Coenzyme transport and metabolism,,Op1466
SGL_RS16825,psbD,NC_000911.1,slr0927,3229780,3230838,+,photosystem II D2 protein (photosystem q(a) protein),Energy production and conversion,,Op2203
SGL_RS16830,SGL_RS16830,NC_000911.1,slr0929,3230963,3231550,+,ParA family protein,"Cell cycle control, cell division, chromosome partitioning",,Op630
SGL_RS16835,SGL_RS16835,NC_000911.1,slr0930,3231569,3232879,+,ATP-binding protein,Function unknown,,Op630
SGL_RS16840,SGL_RS16840,NC_000911.1,ssr1558,3232902,3233180,+,TMEM165/GDT1 family protein,Function unknown,,Op630
SGL_RS16845,hisG,NC_000911.1,sll0900,3233177,3233809,-,ATP phosphoribosyltransferase,Nucleotide transport and metabolism,,Op348
SGL_RS16850,glmU,NC_000911.1,sll0899,3233816,3235186,-,bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU,Cell wall/membrane/envelope biogenesis,,Op348
SGL_RS16855,SGL_RS16855,NC_000911.1,ssr1562,3235429,3235680,+,DUF4327 family protein,Function unknown,,Op1871
SGL_RS16860,rsgA,NC_000911.1,sll0898,3235746,3236855,-,small ribosomal subunit biogenesis GTPase RsgA,Function unknown,,Op713
SGL_RS16865,SGL_RS16865,NC_000911.1,ssl1707,3236874,3237128,-,sulfurtransferase TusA family protein,"Post-translational modification, protein turnover, and chaperones",,Op713
SGL_RS16870,dnaJ,NC_000911.1,sll0897,3237125,3238258,-,molecular chaperone DnaJ,RNA processing and modification,A0A6P1VLK5_9SYNC,Op713
SGL_RS16875,SGL_RS16875,NC_000911.1,sll0896,3238365,3238868,-,crossover junction endodeoxyribonuclease RuvC,"Replication, recombination and repair",,Op966
SGL_RS16880,SGL_RS16880,NC_000911.1,sll0895,3238873,3239748,-,3'(2')%2C5'-bisphosphate nucleotidase CysQ,Inorganic ion transport and metabolism,,Op966
SGL_RS20195,SGL_RS20195,NC_000911.1,,3239885,3240016,-,hypothetical protein,No COG annotation,,
SGL_RS16890,trpC,NC_000911.1,slr0546,3240181,3241068,+,indole-3-glycerol phosphate synthase TrpC,Amino acid transport and metabolism,,Op2148
SGL_RS16895,SGL_RS16895,NC_000911.1,sll0537,3241089,3242714,-,ammonium transporter,"Intracellular trafficking, secretion, and vesicular transport",,Op923
SGL_RS16900,SGL_RS16900,NC_000911.1,sll0536,3242711,3243781,-,potassium channel protein,"Intracellular trafficking, secretion, and vesicular transport",,Op923
SGL_RS16905,clpX,NC_000911.1,sll0535,3244079,3245416,-,ATP-dependent protease ATP-binding subunit ClpX,"Post-translational modification, protein turnover, and chaperones",,Op1536
SGL_RS16910,clpP,NC_000911.1,sll0534,3245421,3246101,-,ATP-dependent Clp endopeptidase proteolytic subunit ClpP,"Post-translational modification, protein turnover, and chaperones",A0A6P1VMI8_9SYNC,Op1536
SGL_RS19495,SGL_RS19495,NC_000911.1,,3246231,3246386,+,hypothetical protein,No COG annotation,,
SGL_RS16915,tig,NC_000911.1,sll0533,3246401,3247816,-,trigger factor,"Cell cycle control, cell division, chromosome partitioning",,Op776
SGL_RS16920,SGL_RS16920,NC_000911.1,slr0549,3248310,3249326,+,aspartate-semialdehyde dehydrogenase,Amino acid transport and metabolism,,Op1163
SGL_RS16925,dapA,NC_000911.1,slr0550,3249386,3250291,+,4-hydroxy-tetrahydrodipicolinate synthase,Amino acid transport and metabolism,,Op1163
SGL_RS16930,SGL_RS16930,NC_000911.1,slr0551,3250985,3252907,+,ribonuclease J,"Translation, ribosomal structure and biogenesis",,Op1916
SGL_RS16935,SGL_RS16935,NC_000911.1,slr0552,3252992,3253726,+,hypothetical protein,No COG annotation,,Op2535
